generation,best_fitness,mean_fitness,worst_fitness,std_fitness,best_x1,best_x2,num_crossovers,num_mutations,best_fitness_so_far
77,0.015712625676908676,0.18550078598923725,2.7502746677029895,0.5702801550474431,-0.0018468201023286307,0.004958947112135738,22,3,0.015712625676908676
78,0.015712625676908676,0.1251693171585903,2.1540215265681124,0.3614436304777807,-0.0018468201023286307,0.004958947112135738,17,3,0.015712625676908676
79,0.015712625676908676,0.2268607742611807,3.158477100366199,0.6645856903287618,-0.0018468201023286307,0.004958947112135738,23,4,0.015712625676908676
80,0.015712625676908676,0.34953046183126396,3.154261163787528,0.8570657913259823,-0.0018468201023286307,0.004958947112135738,21,5,0.015712625676908676
81,0.015712625676908676,0.10172826386626382,2.0007597118117144,0.28831350348594176,-0.0018468201023286307,0.004958947112135738,21,2,0.015712625676908676
82,0.015712625676908676,0.07215183211807175,0.629719593320655,0.11015073539673226,-0.0018468201023286307,0.004958947112135738,20,0,0.015712625676908676
83,0.015712625676908676,0.08301943265358325,1.586486568718254,0.22175912914102322,-0.0018468201023286307,0.004958947112135738,16,1,0.015712625676908676
84,0.015712625676908676,0.16715143899678367,2.7060331177411006,0.4847627283431582,-0.0018468201023286307,0.004958947112135738,21,3,0.015712625676908676
85,0.015712625676908676,0.16541224017108747,3.1562324367277026,0.5160806302174235,-0.0018468201023286307,0.004958947112135738,14,1,0.015712625676908676
86,0.015712625676908676,0.1122246606833312,2.0606838980116007,0.2961289435563302,-0.0018468201023286307,0.004958947112135738,20,1,0.015712625676908676
87,0.015712625676908676,0.08055037448726766,0.9749702074630986,0.15502215412072265,-0.0018468201023286307,0.004958947112135738,24,1,0.015712625676908676
88,0.015712625676908676,0.21355355366212808,5.623887163738292,0.875140973498141,-0.0018468201023286307,0.004958947112135738,20,2,0.015712625676908676
89,0.015712625676908676,0.24558078967104768,2.994497634079828,0.6764733206361101,-0.0018468201023286307,0.004958947112135738,23,4,0.015712625676908676
90,0.015712625676908676,0.15020688644689195,3.230146116799592,0.5066846078050435,-0.0018468201023286307,0.004958947112135738,17,1,0.015712625676908676
91,0.015712625676908676,0.12466098325777601,2.585491965070141,0.4268814655276089,-0.0018468201023286307,0.004958947112135738,20,1,0.015712625676908676
92,0.015712625676908676,0.396124149058343,3.25211124044564,0.962202764767346,-0.0018468201023286307,0.004958947112135738,22,6,0.015712625676908676
93,0.015712625676908676,0.14276003929383854,2.5848514762238293,0.4983145945377544,-0.0018468201023286307,0.004958947112135738,20,0,0.015712625676908676
94,0.015712625676908676,0.07962638700444723,2.0384238511367134,0.28021777390212943,-0.0018468201023286307,0.004958947112135738,22,1,0.015712625676908676
95,0.015712625676908676,0.12724422394504897,2.9939627095539803,0.454578303881666,-0.0018468201023286307,0.004958947112135738,23,2,0.015712625676908676
96,0.015712625676908676,0.07256215185969256,1.2449048750197034,0.18207849927361688,-0.0018468201023286307,0.004958947112135738,20,2,0.015712625676908676
97,0.015712625676908676,0.1226421759170308,2.225553363757229,0.4019129344661921,-0.0018468201023286307,0.004958947112135738,23,3,0.015712625676908676
98,0.015712625676908676,0.042956053463593824,0.14299287103590475,0.02089427730789726,-0.0018468201023286307,0.004958947112135738,21,0,0.015712625676908676
99,0.015712625676908676,0.06433239547906078,1.5604737921636667,0.21445320773866275,-0.0018468201023286307,0.004958947112135738,23,1,0.015712625676908676
100,0.015712625676908676,0.08371791508489465,2.4943006795105274,0.3448140183980178,-0.0018468201023286307,0.004958947112135738,21,1,0.015712625676908676
