individual,x1,x2,fitness,rank,is_elite
1,0.0961553288201793,1.0762956540714,3.20087375970984,1,True
2,0.0961553288201793,0.535794006579958,3.273283247281132,2,False
3,0.0961553288201793,0.535794006579958,3.273283247281132,3,False
4,0.0961553288201793,0.6874119595289372,3.342284290910293,4,False
5,0.0961553288201793,0.6874119595289372,3.342284290910293,5,False
6,-0.41084224461660046,-0.24295073774066278,3.354380871194309,6,False
7,-0.41084224461660046,-0.28903793856867477,3.5099427067041025,7,False
8,-0.41084224461660046,-0.28903793856867477,3.5099427067041025,8,False
9,-0.41084224461660046,-0.28903793856867477,3.5099427067041025,9,False
10,-0.511790133231886,-0.24295073774066278,3.6371960965784607,10,False
11,-0.5384372442596934,-0.28903793856867477,3.8291459703518957,11,False
12,0.6523610648118883,-0.28903793856867477,3.9738202186963822,12,False
13,-0.41084224461660046,0.535794006579958,4.137508454833075,13,False
14,-0.41084224461660046,0.535794006579958,4.137508454833075,14,False
15,-0.41084224461660046,0.5776045452852366,4.204980901138693,15,False
16,-0.41084224461660046,-0.6112156024794766,4.2500365950561765,16,False
17,-0.41084224461660046,-0.6112156024794766,4.2500365950561765,17,False
18,-0.41084224461660046,0.6874119595289372,4.319262843305168,18,False
19,-0.41084224461660046,0.6874119595289372,4.319262843305168,19,False
20,-0.41084224461660046,0.6874119595289372,4.319262843305168,20,False
21,-0.511790133231886,0.535794006579958,4.334883744912201,21,False
22,-0.41084224461660046,-0.9361313855992943,4.373142468444392,22,False
23,-0.41084224461660046,-0.9361313855992943,4.373142468444392,23,False
24,-0.41084224461660046,-0.9361313855992943,4.373142468444392,24,False
25,-0.5384372442596934,0.535794006579958,4.377390078668917,25,False
26,-0.6284808112766926,0.535794006579958,4.488265163365703,26,False
27,0.6523610648118883,0.535794006579958,4.508396937686104,27,False
28,0.6523610648118883,-0.9361313855992943,4.510462567169068,28,False
29,0.5333005237900705,0.6874119595289372,4.52745335736099,29,False
30,-0.6929535465549381,0.535794006579958,4.533089345239329,30,False
31,-0.6284808112766926,-0.9361313855992943,4.5447950439715505,31,False
32,-0.5384372442596934,-0.8157513214185178,4.548098407738738,32,False
33,-0.6284808112766926,-0.8200464407861663,4.561382742703405,33,False
34,0.5703215234127832,-0.8200464407861663,4.565594258953279,34,False
35,0.5703215234127832,0.6874119595289372,4.566168872245445,35,False
36,0.5703215234127832,-0.8157513214185178,4.566553460218774,36,False
37,0.5333005237900705,-0.9361313855992943,4.573188664501597,37,False
38,0.5703215234127832,-0.9361313855992943,4.582045246784986,38,False
39,-0.6284808112766926,0.6874119595289372,4.6022704610237355,39,False
40,-0.6284808112766926,0.6874119595289372,4.6022704610237355,40,False
41,-1.1583726597302029,-0.28903793856867477,4.662659153568683,41,False
42,0.0961553288201793,-1.2954029396513111,4.763615929665217,42,False
43,-1.2920197576741876,-0.28903793856867477,5.355988882987997,43,False
44,2.0516537862633513,-0.9361313855992943,5.634554250925884,44,False
45,2.0516537862633513,-0.9361313855992943,5.634554250925884,45,False
46,-0.41084224461660046,-1.2954029396513111,5.646523401640184,46,False
47,-1.7417464186184803,-0.24295073774066278,6.12585211938249,47,False
48,-1.5344765222870282,-0.3812276974861266,6.300557132080932,48,False
49,1.4691021067351033,0.535794006579958,6.310274833634708,49,False
50,-1.984879108521235,0.535794006579958,6.753861367170462,50,False
